taxid,taxname
390842,Lentilactobacillus parafarraginis
33961,Fructilactobacillus fructivorans
390841,Lentilactobacillus farraginis
100174,Clostridium peptidivorans
45393,Methylophilus leisingeri
375929,Natranaerobius thermophilus
863372,Herbaspirillum huttiense
2088,Anaeroplasma bactoclasticum
582475,Lysinibacillus xylanilyticus
456493,Saccharibacillus sacchari
392842,Desulfothermus okinawensis
481743,Paenibacillus sp. Y412MC10
1476,Sporosarcina psychrophila
84980,Desulfotalea psychrophila
78345,Bifidobacterium merycicum
312026,Paraburkholderia mimosarum
301302,Roseburia faecis
223958,Exiguobacterium oxidotolerans
81408,Saccharococcus caldoxylosilyticus
215591,Gracilinema caldarium
58169,Rahnella inusitata
87652,beta proteobacterium MBIC3293
150121,Agreia pratensis
1609106,Streptomyces sp. NRRL B-1568
82376,Anaeroarcus burkinensis
1810,Mycolicibacterium vaccae
1217908,Octadecabacter antarcticus
65497,Actinoalloteichus caeruleus
1113658,Sphingomonas sp. NBRC 15914
197345,Psychroflexus tropicus
471827,Candidatus Desulforudis audaxviator
1555194,Formosa haliotis
28034,Sulfobacillus thermosulfidooxidans
446681,Eudoraea adriatica
2699,Heliomicrobium gestii
342949,Pyrococcus sp. NA2
1391653,Vulgatibacter incomptus
1111069,Thermus sp. CCB_US3_UF1
206042,Pseudoalteromonas mariniglutinosa
574650,Micrococcus terreus
67315,Streptomyces lavenduligriseus
452286,Mucilaginibacter kameinonensis
980254,Roseimaritima ulvae
1134405,Melioribacter roseus
404011,Shewanella piezotolerans
2045,Pimelobacter simplex
29527,Syntrophobacter wolinii
180,Leptospirillum ferrooxidans
390877,Nisaea denitrificans
1302690,Cnuella takakiae
324768,Metabacillus idriensis
61,Vitreoscilla stercoraria
55209,Pantoea cypripedii
50052,Mycoplasma crocodyli
418702,Azonexus hydrophilus
28114,Porphyromonas levii
74315,Brevundimonas intermedia
35806,Rhodovulum sulfidophilum
470827,Rheinheimera sp. YIM C817
453817,Massilia aerilata
119000,Modicisalibacter muralis
324767,Bacillus infantis
1458,Metabacillus fastidiosus
862114,Paenibacillus faecis
62928,Azoarcus olearius
443144,Geobacter sp. M21
403962,Azospirillum canadense
426599,Fulvibacter tottoriensis
270914,Myroides pelagicus
1084,Pararhodospirillum photometricum
1121252,Cucumibacter marinus
638,Arsenophonus nasoniae
2350,Haliscomenobacter hydrossis
115555,Vreelandella aquamarina
264148,Millisia brevis
77098,Bisbaumannia pacifica
442734,Neolewinella antarctica
670293,Segetibacter aerophilus
312277,Flavobacterium indicum
504469,Enterovibrio nigricans
71999,Kocuria palustris
882157,Bacillus sp. IHB B 4043
556499,Propionibacterium acidifaciens
649841,Sulfuricella denitrificans
410330,Calyptogena okutanii thioautotrophic gill symbiont
218670,Marinobacter excellens
1113609,Sphingobacterium sp. NBRC 13496
528244,Azospirillum thiophilum
42443,Roseobacter litoralis
927,Halothiobacillus neapolitanus
1463855,Streptomyces sp. NRRL F-5065
561365,Maribacter arcticus
83219,Sulfitobacter mediterraneus
392333,Geoalkalibacter ferrihydriticus
51,Chondromyces apiculatus
437505,Granulosicoccus antarcticus
60961,Shewanella woodyi
385492,Pseudophaeobacter arcticus
1605449,Alicyclobacillus genomosp. 1
67327,Streptomyces melanosporofaciens
83554,Chlamydia psittaci
209897,Afifella pfennigii
1789691,Flaviaesturariibacter luteus
1391911,Micrococcus aloeverae
1329800,Arenicella chitinivorans
844,Wolinella succinogenes
452982,Roseomonas aerilata
1566822,Flavobacterium sp. YIM 97465
552810,Dehalogenimonas lykanthroporepellens
46161,Actinomadura kijaniata
519050,Liquorilactobacillus sucicola
171674,Inquilinus limosus
888,Desulfobotulus sapovorans
1463908,Streptomyces sp. NRRL S-455
1411150,Sphaerochaeta sp. DSM 26296
475254,Pedobacter borealis
370622,Aureimonas altamirensis
101385,Aequorivita sublithincola
1019,Capnocytophaga sputigena
291990,Thermosediminibacter oceani
78587,Asticcacaulis excentricus
547163,Mycolicibacterium vulneris
797291,Sphingobacterium lactis
188872,Arenibacter troitsensis
306546,Marinimicrobium agarilyticum
217219,Neomegalonema perideroedes
316068,Leadbetterella byssophila
158899,Collimonas fungivorans
274592,Hoeflea marina
53343,Desulforamulus aeronauticus
35754,Dactylosporangium aurantiacum
178774,Gottfriedia luciferensis
572010,Slackia isoflavoniconvertens
488447,Burkholderia contaminans
69960,Rhodospira trueperi
380629,Lysobacter niastensis
84158,Oceanimonas doudoroffii
354240,Mechercharimyces asporophorigenens
330214,Nitrospira defluvii
236753,Fastidiosipila sanguinis
40269,Aliivibrio salmonicida
163879,Pseudalkalibacillus decolorationis
1071390,Acinetobacter sp. NBRC 100985
28212,Sphingomonas adhaesiva
540988,Thermus islandicus
1173263,Synechococcus sp. PCC 7502
204773,Herminiimonas arsenicoxydans
651457,Kosmotoga olearia
33910,Amycolatopsis mediterranei
279446,Aquibacillus koreensis
450804,Oceaniserpentilla haliotis
1211639,Laceyella sp. CCTCC AB 2012157
1173025,Geitlerinema sp. PCC 7407
84405,Hippea maritima
1229,Nitrosococcus oceani
470774,Gracilibacillus quinghaiensis
477,Moraxella lacunata
52689,Acetobacterium bakii
1124597,Magnetococcus marinus
1034798,Actinorectispora indica
33943,Kyrpidia tusciae
1870819,Paenibacillus sp. BIHB 4019
933080,Oxalobacter vibrioformis
204798,Saccharothrix xinjiangensis
42448,Anaerobranca horikoshii
54308,Pleurocapsa minor
232216,Chryseobacterium koreense
427923,Desulfurivibrio alkaliphilus
659,Photobacterium phosphoreum
57497,Deinococcus radiopugnans
984,Pedobacter heparinus
1661050,Pseudomonas sp. NBRC 111135
151895,Pseudopedobacter saltans
431269,Mycolicibacterium setense
163011,Pseudomonas lini
421000,Sulfitobacter donghicola
755171,Peptoniphilus tyrrelliae
46914,Devosia riboflavina
1329373,Thermus sp. YIM-HQ106
1843,Nocardioides jensenii
55197,Flavobacterium branchiophilum
1913,Amycolatopsis lactamdurans
1426,Parageobacillus thermoglucosidasius
782,Rickettsia prowazekii
46355,Spirochaeta africana
146919,Salinibacter ruber
217159,Clostridium carboxidivorans
451374,Rudanella lutea
405212,Alicyclobacillus acidocaldarius
454600,Gracilimonas tropica
1126833,Paenibacillus beijingensis
595693,Massilia sp. BUZ1
184607,Crocinitomix catalasitica
490571,Rhodanobacter ginsenosidimutans
426702,Alkalibacterium pelagium
395923,Bartonella rochalimae
1113770,Pedobacter sp. NBRC 101363
540747,Roseovarius indicus
589396,Promicromonospora sp. CPCC100077
316335,Myceligenerans crystallogenes
1707527,Brevibacillus sediminis
336261,Thermovirga lienii
713887,Candidatus Atelocyanobacterium thalassa
64002,Nevskia ramosa
67260,Streptomyces cinereoruber
171437,Tistrella mobilis
930,Acidithiobacillus thiooxidans
110662,Synechococcus sp. CC9605
701175,Vibrio caribbeanicus
347481,Asticcacaulis benevestitus
2006,Thermobispora bispora
927083,Sandaracinus amylolyticus
2130,Ureaplasma urealyticum
666685,Rhodanobacter denitrificans
296218,Roseivirga echinicomitans
1381080,Pseudidiomarina woesei
60894,Saccharopolyspora spinosa
214858,Bacteroides sp. DSM 12148
1892865,Allostreptomyces psammosilenae
466084,Limibacter armeniacum
59843,Paenibacillus glucanolyticus
387092,Nitratiruptor sp. SB155-2
90728,Desulfatiglans anilini
472056,Acidocella aluminiidurans
858441,alpha proteobacterium CCBAU 45397
95172,Arthrobacter flavus
1459,Sporosarcina globispora
387093,Sulfurovum sp. NBC37-1
1427356,Hyphomicrobium nitrativorans
161493,Anaeromyxobacter dehalogenans
2041,Aeromicrobium erythreum
137658,Pseudomonas indica
154,Spirochaeta thermophila
1073327,Algoriphagus zhangzhouensis
1442385,Flavihumibacter cheonanensis
33984,Luteococcus japonicus
286420,Hahella ganghwensis
232259,Belliella baltica
150026,Leifsonia shinshuensis
1957,Streptomyces sclerotialus
114975,Sporosarcina aquimarina
145287,Novosphingobium lentum
1113771,Spirosoma sp. NBRC 101364
72022,Paracoccus methylarcula
62609,Thermocladium modestius
288022,Kordiimonas gwangyangensis
2024,Thermoactinomyces intermedius
705309,Bifidobacterium sp. JCM 6439
391615,gamma proteobacterium HTCC5015
79880,Shouchella clausii
717785,Hyphomicrobium sp. MC1
150829,Leadbettera azotonutricia
470842,Streptomyces sp. YIM C513
28223,Desulfobacula toluolica
33056,Candidatus Kinetoplastibacterium crithidii
170661,Vibrio xuii
216874,Mesoplasma corruscae
563,Shimwellia blattae
1386904,Polaribacter sp. KMM 6754
332653,Koukoulia aurantiaca
887419,Sphingobacterium sp. KOPRI 25419
229204,Flavobacterium frigoris
322508,Kocuria himachalensis
1411118,Thermomonospora cellulosilytica
86103,Idiomarina zobellii
453213,Desulfotignum sp. DSM 7120
197162,Deferribacter desulfuricans
1456591,Temperatibacter marinus
86170,Syntrophothermus lipocalidus
386487,Candidatus Ruthturnera calyptogenae
220688,Neobacillus soli
882126,Azospira sp. IHB B 2273
47478,Deinococcus sp.
28199,Arcobacter nitrofigilis
390989,Actinocatenispora sera
53431,Nocardia salmonicida
537,Iodobacter fluviatilis
195250,Synechococcus sp. PCC 7336
185243,Propionicimonas paludicola
150060,Halonatronum saccharophilum
1123952,Thalassocella subtropicalis
998,Flexibacter flexilis
44251,Paenibacillus durus
535744,Cronobacter universalis
109258,Desulfacinum hydrothermale
484498,Thalassolituus maritimus
456827,Candidatus Cloacimonas acidaminovorans
206403,Sulfurovum lithotrophicum
1335,Streptococcus equinus
546874,Microlunatus sagamiharensis
637886,Dysgonomonas hofstadii
331992,Kamptonema formosum
1925020,Bacillus swezeyi
407188,Pelobacter seleniigenes
309868,Candidatus Liberibacter americanus
1231,Nitrosospira multiformis
77097,Vreelandella aquamarina
66849,Desulfonatronum lacustre
658062,Candidatus Korobacter versatilis
285535,Streptomyces fulvoviolaceus
1113775,Galbibacter sp. NBRC 101636
101192,Methanomethylovorans hollandica
1113908,Halomonas sp. NBRC 102403
74661,Billgrantia campisalis
194867,Sphingomonas sp. ATCC 31555
146817,Dendrosporobacter quercicolus
60137,Sulfitobacter pontiacus
58114,Glycomyces harbinensis
47500,Aneurinibacillus migulanus
531813,Pelagibacterium halotolerans
135579,[Aminomonas] aminovorus
69499,Petrotoga mobilis
182640,Kribbella flavida
316277,Syntrophus aciditrophicus
1203471,Geotalea daltonii
171402,Paenibacillus sp. DSM 1474
102129,Leptolyngbya sp. PCC 7375
43617,Mesorhizobium mediterraneum
1397142,Aliifodinibius sp. YIM 95756
670,Vibrio parahaemolyticus
1094,Chlorobium phaeovibrioides
148447,Paraburkholderia phymatum
42422,Halobacteroides halobius
1737444,Novosphingobium bradum
1775542,Bacillus sp. JCM 9763
29549,Rhodothermus marinus
65786,Hydrogenophaga intermedia
56545,Haloarcula amylolytica
1123979,[Pseudomonas] jianii
131112,Arcanobacterium phocae
169432,Ochrobactrum sp. LMG 20570
111501,Flagellimonas ruestringensis
39774,Methylomicrobium agile
350894,Flavobacterium suncheonense
68219,Streptomyces iakyrus
65048,Roseateles chitosanitabidus
319475,Clostridium lundense
180195,Herbaspirillum autotrophicum
421,Methylomonas methanica
13335,Anaerobiospirillum succiniciproducens
194865,Sphingomonas sp. ATCC 21423
140100,Vibrio cholerae
987056,Rhodoligotrophos appendicifer
356662,Leeia oryzae
58172,Paenibacillus sp.
706570,Pseudomonas flexibilis
1909303,Roseateles sp.
758793,Caballeronia insecticola
570161,Marinifilum fragile
372787,Fischerella thermalis
1285193,Zhihengliuella flava
498055,Arenimonas oryziterrae
33047,Bartonella vinsonii
741091,Rahnella aceris
86166,Thermodesulfovibrio aggregans
927669,Pseudanabaena biceps
314282,Psychromonas sp. CNPT3
92487,Thiothrix eikelboomii
504487,Jejuia pallidilutea
147645,Paracoccus yeei
195498,Picosynechococcus sp. PCC 7117
403935,Streptomyces radiopugnans
370978,Runella limosa
767892,Candidatus Puniceispirillum marinum
86102,Idiomarina abyssalis
485447,Thalassomonas actiniarum
184064,Thermodesulfobium narugense
129958,Carboxydothermus hydrogenoformans
367336,Rhodobacterales bacterium HTCC2255
124,Blastopirellula marina
1128621,Lysinibacillus sp. JCM 10912
152297,Pseudoalteromonas issachenkonii
911205,Eilatimonas milleporae
285486,Streptomyces setonensis
280237,Nocardiopsis rhodophaea
155077,Cellvibrio japonicus
346182,Lysobacter yangpyeongensis
163361,Streptomyces beijiangensis
944547,Arcobacter sp. L
63745,Sideroxydans lithotrophicus
392015,Alicyclobacillus macrosporangiidus
202747,Sulfurimonas autotrophica
590845,Rhodococcus sp. YIM 100121
283786,Bizionia paragorgiae
945844,Massilia oculi
685,Vibrio diazotrophicus
453,Legionella feeleii
121620,Catellatospora methionotrophica
210889,bacterium SG-3
1113655,Psychrobacter sp. NBRC 15736
349221,Micavibrio aeruginosavorus
1498,Hathewaya histolytica
55206,Sediminispirochaeta smaragdinae
1545044,Paracoccus sanguinis
310783,Deinococcus deserti
184917,Solidesulfovibrio magneticus
152,Zuelzera stenostrepta
1110546,Veillonella tobetsuensis
985002,Staphylococcus argenteus
55148,Deinococcus proteolyticus
37916,Mycolicibacterium chlorophenolicum
39956,Methylobacterium mesophilicum
373054,Calditerricola satsumensis
1473,Virgibacillus pantothenticus
402147,Persicitalea jodogahamensis
683124,Flavobacterium haoranii
108007,Thermanaerovibrio velox
457934,Elioraea tepidiphila
120962,Roseiflexus castenholzii
150120,Shewanella livingstonensis
2153,Asteroleplasma anaerobium
83868,Palaeococcus ferrophilus
120,Planctopirus limnophila
155978,Acaryochloris marina
1148,Synechocystis sp. PCC 6803
59846,Paenibacillus chibensis
71667,Waddlia chondrophila
481366,Limnobacter litoralis
53423,Thermodesulfovibrio islandicus
115553,Vreelandella sulfidaeris
1121961,Hirschia maritima
1938617,Rathayibacter sp. VKM Ac-2630
813,Chlamydia trachomatis
2296,Desulforapulum autotrophicum
70995,Lewinella cohaerens
94,Stella humosa
225194,Citrifermentans bemidjiense
1190813,Pseudoalteromonas shioyasakiensis
217204,Achromobacter insolitus
1355,Enterococcus columbae
70998,Neolewinella persica
137584,Thalassomonas viridans
121608,Paenibacillus koleovorans
1874826,Novosphingobium sp.
343405,Pseudoroseobacter euryhalinus
1902,Streptomyces coelicolor
2331,Halanaerobium praevalens
415425,Flavobacterium terrae
412593,Thermosulfidibacter takaii
73919,Thermaerobacter marianensis
586239,Gluconobacter roseus
930124,Metabacillus halosaccharovorans
218208,Desulfatibacillum aliphaticivorans
673860,Aciduliprofundum sp. MAR08-339
1556,Gottschalkia acidurici
33940,Geobacillus thermodenitrificans
118323,Oscillatoria acuminata
667303,Salinirepens amamiensis
1113748,Bacillus sp. NBRC 101285
230470,Anoxybacteroides voinovskiense
283878,Leucobacter aridicollis
279356,Aquimarina muelleri
77585,Craurococcus roseus
28108,Alteromonas macleodii
366602,Caulobacter sp. K31
1113769,Hymenobacter sp. NBRC 101362
59600,Cellulophaga algicola
225051,Nocardia alba
326522,Neisseria animaloris
53332,Desulfobulbus elongatus
996,Flavobacterium columnare
103731,Saccharothrix espanaensis
34086,Pedobacter antarcticus
190721,Ralstonia insidiosa
261934,Pleomorphomonas oryzae
192421,Planococcus maritimus
1606,Ligilactobacillus aviarius
399726,Thermoanaerobacter sp. X514
470453,Moraxella pluranimalium
396595,Thioalkalivibrio sp. K90mix
375746,Synergistes sp. RMA 16088
1535242,Rhizobium sophorae
261292,Nitrosomonas sp. Is79A3
1113723,Alcanivorax sp. NBRC 101092
1053,Halorhodospira halophila
414,Methylococcus capsulatus
32051,Synechococcus sp. WH 7803
263,Francisella tularensis
273376,Parasphaerochaeta coccoides
931,Thiobacillus thioparus
476,Moraxella bovis
81895,Prosthecomicrobium pneumaticum
2141,Spiroplasma ixodetis
90970,Alicyclobacillus tolerans
29501,Mycoplasma haemofelis
1437523,Domibacillus indicus
387638,Persicobacter psychrovividus
1211638,Chryseobacterium sp. CCTCC AB 2011160
38310,Rhodococcus coprophilus
696763,Thermasporomyces composti
979,Cellulophaga lytica
115781,Desulfotignum balticum
192,Azospirillum brasilense
292566,Dactylococcopsis salina
960,Bacteriovorax stolpii
458033,Chloracidobacterium thermophilum
588902,Flavobacterium sp. KOPRI 25160
81462,Thermanaerovibrio acidaminovorans
88688,Caulobacter segnis
1600,Lactobacillus acetotolerans
28095,Burkholderia gladioli
68910,Deinococcus murrayi
115746,Synechococcus sp. PCC 7920
85336,Rothia nasimurium
156994,Reichenbachiella agariperforans
1220492,Nonlabens sp. KMM 6452
279832,Suttonella ornithocola
490759,Marinobacter sp. BSs20148
891,Desulfuromonas acetoxidans
320324,Formosa agariphila
665913,Mixta calida
75906,Thermocrinis ruber
82801,Desemzia incerta
78527,Allorhizobium undicola
792640,Paracoccus sp. MBIC3345
43989,Crocosphaera subtropica ATCC 51142
38293,Photobacterium damselae
1113709,Psychrobacter sp. NBRC 101052
1350067,Microbacter margulisiae
334771,Ignisphaera aggregans
1737,Paraclostridium tenue
100716,Chloroherpeton thalassium
285110,Carboxydocella sporoproducens
33025,Phascolarctobacterium faecium
204038,Dickeya dadantii
1229909,Candidatus Nitrosopumilus sediminis
73779,Methylocaldum gracile
2122,Mycoplasmoides pirum
234827,Candidatus Midichloria mitochondrii
1540221,Deinococcus sp. YIM 77859
54299,Chroococcidiopsis thermalis
70997,Flavilitoribacter nigricans
169438,Saccharospirillum impatiens
28251,Ornithobacterium rhinotracheale
158500,Novosphingobium resinovorum
48935,Novosphingobium aromaticivorans
54911,Brevibacillus choshinensis
303241,Liquorilactobacillus oeni
316279,Synechococcus sp. CC9902
110099,Thermoactinomyces sanguinis
511435,Candidatus Azobacteroides pseudotrichonymphae
327854,Phyllobacterium sp. STM 391
855,Fusobacterium simiae
171399,Paenibacillus sp. DSM 6358
1225341,Thalassobacillus sp. C254
936476,Marinomonas posidonica
1147,Synechocystis sp. PCC 6714
1817596,Nocardioides intraradicalis
294710,Proteiniphilum acetatigenes
157842,Desulfofaba hansenii
1113650,Sphingobacterium sp. NBRC 15340
1452450,Neoroseomonas alkaliterrae
1003110,Micromonospora maris
1027,Microscilla marina
290732,Aminiphilus circumscriptus
68270,Streptomyces spectabilis
320778,Photobacterium ganghwense
57664,Desulfuromonas thiophila
454602,Spongiibacter tropicus
217070,Stella vacuolata
1842136,Steroidobacter flavus
63363,Aquifex aeolicus
174,Leptospira borgpetersenii
524280,Pedobacter sp. JC2492
155197,Fulvimonas soli
153151,Parageobacillus toebii
45243,Capnocytophaga haemolytica
41,Stigmatella aurantiaca
376490,Desulfobaculum bizertense
475795,Pseudohaliea rubra
169050,Gelidibacter mesophilus
1590651,Gordoniibacillus kamchatkensis
188,Paramagnetospirillum magnetotacticum
169960,Arthrobacter gandavensis
1097,Chlorobaculum tepidum
52766,Caldicellulosiruptor acetigenus
933068,Ilyobacter delafieldii
115433,Amycolatopsis sacchari
80679,Thioflavicoccus mobilis
859653,alpha proteobacterium HIMB5
48076,Marinobacterium iners
74311,Brevundimonas bacteroides
777,Coxiella burnetii
121726,Heliorestis baculata
183,Leptonema illini
2269,Thermofilum pendens
1113772,Flavobacterium sp. NBRC 101627
425361,Bacillus sp. CCBAU 13233
1249552,Pseudohongiella spirulinae
171403,Paenibacillus sp. DSM 34
536979,Chitinophaga niabensis
1872709,Allorhizocola rhizosphaerae
660537,Paraburkholderia acidipaludis
182210,Pseudodesulfovibrio aespoeensis
77008,Pseudorhodobacter ferrugineus
1133364,Paenibacillus vulneris
148,Sediminispirochaeta bajacaliforniensis
44933,Halomonas cupida
477976,Calditerrivibrio nitroreducens
112002,Psychrobacter pacificensis
60549,Paraburkholderia phenazinium
392413,Deinococcus misasensis
103810,Riemerella columbina
665118,Devosia enhydra
51616,Desulfitobacterium chlororespirans
288995,Devosia limi
1277350,Geobacter sp. DSM 9736
58135,Desulfofundulus kuznetsovii
1173032,Chamaesiphon minutus
195064,Ectothiorhodospira mobilis
491918,Leucobacter chironomi
198252,Candidatus Pelagibacter ubique
28104,Mesorhizobium huakuii
86,Hyphomonas jannaschiana
1113922,Sphingobium sp. NBRC 103272
1990,Actinomadura atramentaria
1482,Virgibacillus halodenitrificans
339,Xanthomonas campestris
150172,Flavobacterium tegetincola
838005,Bacillus sp. NCIMB 11647
44032,Streptomyces macrosporus
1066,Rhodocyclus tenuis
259354,Desulfatibacillum alkenivorans
210995,Scytonema sp. IAM M-262
1071,Rhodopila globiformis
65093,Halothece sp. PCC 7418
42256,Rubrobacter radiotolerans
238,Elizabethkingia meningoseptica
873,Desulfocurvibacter africanus
496053,Hymenobacter daecheongensis
253,Chryseobacterium indologenes
269261,Nitratifractor salsuginis
1114172,Pseudoalteromonas sp. NBRC 107705
86265,Pseudomonas thivervalensis
76021,Amycolatopsis coloradensis
28454,Sphingobacterium multivorum
1144748,Kangiella sediminilitoris
149017,Arcanobacterium hippocoleae
570519,Flagellimonas flava
32048,Synechococcus sp. PCC 6716
441209,Roseinatronobacter bogoriensis subsp. barguzinensis
229545,Aster yellows witches'-broom phytoplasma
1131703,Sphaerochaeta globosa
34010,Azospirillum halopraeferens
244787,Nautilia profundicola
69359,Thiohalocapsa halophila
679249,Holzapfeliella floricola
319236,Nonlabens tegetincola
87458,Ruoffia tabacinasalis
211502,Conchiformibius kuhniae
672157,Reinekea aestuarii
152260,Chloroflexus aggregans
1071852,Azospirillum sp. CCBAU 10975
64178,Coleofasciculus chthonoplastes
743722,Sphingobacterium sp. 21
1027568,planctomycete DSM1A9
67267,Streptomyces alboflavus
69279,Aquamicrobium defluvii
332249,Truepera radiovictrix
1746623,Arthrobacter sp. HBUM179104
659243,Bacillus siamensis
512649,Vibrio azureus
1405,Bacillus mycoides
551990,Flavobacterium glycines
767741,Brucella sp. PBCC11
134287,secondary endosymbiont of Heteropsylla cubana
334736,Sporosarcina soli
76848,Sphingomonas roseiflava
272164,Olleya marilimosa
1137799,Endozoicomonas numazuensis
218673,Sulfitobacter dubius
164,Treponema pectinovorum
442733,Halpernia marina
97084,Halobacteriovorax marinus
140058,Roseospira navarrensis
83552,Parachlamydia acanthamoebae
1930622,Halomonas alkalicola
497965,Gloeothece verrucosa PCC 7822
88072,Cytophagales str. MBIC4147
216427,Mesoplasma chauliocola
482564,Oscillatoria nigro-viridis
345907,Salegentibacter agarivorans
340095,Thermodesulfovibrio thiophilus
163359,Acidiferrobacter thiooxydans
286804,Segniliparus rugosus
481000,Pseudonocardia callicarpae
454171,Chthonomonas calidirosea
87649,gamma proteobacterium MBIC3957
387635,Persicobacter sp. NBRC 101267
1070864,Actinophytocola sp. YIM 75635
139808,Shimazuella kribbensis
434086,Porticoccus litoralis
47863,Micromonospora globosa
195088,Halobacillus karajensis
447471,Simiduia agarivorans
365033,Aureispira marina
38875,Heyndrickxia oleronia
323450,Pontibacter actiniarum
40990,Saccharomonospora glauca
392838,Bacteroides propionicifaciens
81467,Aminobacterium mobile
169177,Exiguobacterium undae
467094,Ilumatobacter coccineus
37928,Arthrobacter crystallopoietes
128802,Albibacter methylovorans
1688487,Sphingomonas sp. YIM C00729
135487,Nocardia cyriacigeorgica
1048,Marichromatium gracile
60217,Shewanella violacea
52690,Acetobacterium carbinolicum
138336,Blastococcus saxobsidens
28122,Fibrobacter intestinalis
81425,Desulfovibrio aminophilus
32057,Calothrix sp. PCC 7103
119,Rubinisphaera brasiliensis
36740,Dermabacter hominis
86665,Halalkalibacterium halodurans
994695,Candidatus Kinetoplastibacterium galatii
2118,[Mycoplasma] mobile
115748,Cyanobium sp. PCC 9005
415,Methylobacter luteus
261302,Paraburkholderia phytofirmans
29534,Flavobacterium saccharophilum
45495,Methylophaga marina
267746,Aneurinibacillus danicus
363277,Ktedonobacter racemifer
58116,Glycomyces tenuis
94254,Dyadobacter fermentans
146938,Azovibrio restrictus
784,Orientia tsutsugamushi
59512,Planktothrix rubescens
2061,Tsukamurella paurometabola
1844,Nocardioides luteus
327841,Bosea sp. ORS 1414
1530,Clostridium carnis
376489,Halotalea alkalilenta
354630,Mucilaginibacter lappiensis
100901,Wolbachia endosymbiont of Onchocerca ochengi
209274,Williamsoniiplasma lucivorax
326523,Neisseria zoodegmatis
271065,Methylotuvimicrobium alcaliphilum
1471,Bacillus methanolicus
669359,Geminocystis herdmanii
492670,Bacillus velezensis
159346,Roseicyclus elongatus
449307,Desulfococcus sp. DSM 8541
940614,Granulicella mallensis
1316444,Blattabacterium sp. (Nauphoeta cinerea)
32046,Synechococcus elongatus
167964,Anaerolinea thermophila
1911,Streptomyces griseus
582851,Oceanobacillus sojae
265606,Rhodopirellula baltica
35816,Pelobacter acidigallici
65552,Meiothermus cerbereus
73913,Methanocaldococcus vulcanius
1026,Marinoscillum furvescens
1007105,Pusillimonas sp. T7-7
396812,Fulvivirga kasyanovii
151,Oceanispirochaeta litoralis
54913,Brevibacillus formosus
499229,Tepidanaerobacter acetatoxydans
367282,Deinococcus yunweiensis
323284,Alcaligenes aquatilis
331648,Nonlabens spongiae
1131707,Sphaerochaeta pleomorpha
81412,Aminomonas paucivorans
444515,Maribacter forsetii
874156,Aurantiacibacter marinus
257708,Roseomonas gilardii
169811,beta proteobacterium JS666
446,Legionella pneumophila
2181,Methanothermus sociabilis
494023,Paeniglutamicibacter antarcticus
306540,Halolactibacillus halophilus
171398,Paenibacillus sp. DSM 1352
203699,Derxia gummosa
309797,Chrysiogenes arsenatis
1087,Rhodovibrio salinarum
511746,Candidatus Methylacidiphilum infernorum
33,Myxococcus fulvus
35623,Acholeplasma oculi
33992,Rickettsia rhipicephali
247639,marine gamma proteobacterium HTCC2080
84588,Parasynechococcus marenigrum WH 8102
1488215,Brenneria sp. IHBB 6858
215691,Thermomonas brevis
66888,Streptomyces flavotricini
57704,Tsukamurella tyrosinosolvens
133539,Nitrosococcus halophilus
173959,Brevibacillus invocatus
39765,Hydrogenovibrio crunogenus
87460,Halomonas sp. MBIC1142
160660,Acidihalobacter prosperus
929426,Bifidobacterium sp. JCM 7042
792637,Comamonas sp. MBIC3885
1771,Mycolicibacterium phlei
343517,Paenibacillus barengoltzii
693075,Caldisericum exile
933063,Dichotomicrobium thermohalophilum
53408,Pseudomonas citronellolis
1217970,Vannielia litorea
64977,Oceanospirillum maris
44935,Vreelandella venusta
1465,Brevibacillus laterosporus
81031,Hyphomonas johnsonii
1775539,Acidovorax sp. JCM 10072
42838,Ammonifex degensii
699431,Halolamina pelagica
424182,Rhizobium sp. IRBG74
1033854,Thioalkalivibrio sulfidiphilus
53441,Nocardiopsis lucentensis
80879,Curvibacter delicatus
276,Thermus filiformis
362413,Flavobacterium aquidurense
687842,Pedobacter ginsenosidimutans
400061,Paludibacterium yongneupense
1874102,Moraxella sp. (ex LMG 21877)
1113821,Microbulbifer sp. NBRC 101764
87650,Hutsoniella sourekii
1524254,Pseudohongiella acticola
34018,Rhodospirillum centenum
115561,Halomonas hydrothermalis
1841,Nocardioides albus
76853,Solibacillus silvestris
1608994,Pseudomonas weihenstephanensis
990268,Vibrio maritimus
44674,Sulfurospirillum barnesii
63612,Sodalis glossinidius
55601,Vibrio anguillarum
1184,Leptolyngbya boryana
559956,Celerinatantimonas yamalensis
200616,Rhodoplanes tepidamans
1206085,Jatrophihabitans endophyticus
81034,Hyphomonas rosenbergii
529703,Adhaeribacter terreus
442,Gluconobacter oxydans
257984,Glutamicibacter mysorens
34002,Paracoccus alcaliphilus
91915,Asaia bogorensis
1173028,Oscillatoria sp. PCC 10802
266128,Stenotrophomonas koreensis
470801,Microbulbifer sp. YIM C306
53635,Acidimicrobium ferrooxidans
999468,Sphingobacterium sp. LMG 8345
489758,Hymenobacter deserti
31998,Methylobacterium radiotolerans
311400,Thermococcus kodakarensis
1537,Romboutsia lituseburensis
894,Desulfobulbus propionicus
954,Francisella persica
1479,Bacillus smithii
665914,Mixta gaviniae
1476870,Actinophytocola sediminis
985,Cytophaga hutchinsonii
266125,Phenylobacterium koreense
